09F520798||0053 /IRR-  0125 / 0119|110
11F130301||0073 / 0040 -  0130 / 0127|110
10F111217||0085 / 0085 -  0100 / 0100|910
11F120328||0065 / 0065 -  0123 / 0128|110
11F120548||0063 /      -  0102 /|110
11F130411||0025 / 0024 -  0130 / 0130|110
10G640116||0060 /      -  0102 /|110
11F130466||0050 / 0050 -  0130 / 0130|110
10G620325||0115 / 0085 -  0102 /|110
10G640501||0060 /      -  0102 /|110
09F120613|2.99|0250 / 0250 -  0522 / 0522|110
13G610101||0050 / 0050 -  0125 / 0125|110
10G341329||0065 / 0065 -  0150 / 0150|110
13G620405||0070 /      -  0200 /|110
13G331161|0.16|0051 / 0051 -  0133 / 0133|110
13G330638||0050 / 0050 -  0164 / 0164|110
11F141365||0068 / 0068 -  0133 / 0135|651
12F530195||0062 /      -  0112 /|110
11F141594|0.09|0032 / 0032 -  0121 / 0124|110
11F140889||0065 / 0061 -  0127 / 0124|110
11F420062||0064 / 0064 -  0130 / 0130|601
11F420095||0064 / 0064 -  0130 / 0130|110
10F430721||0105 / 0105 -  0091 / 0091|110
13G610066||0070 / 0070 -  0121 / 0121|110
13G611023|0.21|0050 / 0043 -  0200 / 0189|910
13G611089||0082 / 0045 -  0175 / 0189|110
13G331215||0040 / 0040 -  0121 / 0121|110
13G331251||0050 / 0050 -  0121 / 0121|110
13G330995||0056 / 0056 -  0147 / 0147|115
13F430865||0060 / 0060 -  0101 / 0101|110
13G610473||0050 / 0050 -  0121 / 0121|110
13G631340|0.34|0100 /IRR-  0135 / 0131|110
13G630251|0.17|0050 / 0063 -  0135 / 0135|110
13G610615|0.14|0050 / 0050 -  0121 / 0121|110
13G630910||0042 / 0126 -  0130 / 0094|110
13G611311|0.19|0050 / 0054 -  0165 / 0146|110
13G611331||0050 / 0054 -  0125 / 0145|110
12F110182||0062 /      -  0140 /|110
13G630042||0050 / 0058 -  0167 / 0195|110
12F110564||0065 /      -  0120 /|110
11F511982|0.42|0130 / 0130 -    0140 / 0140|641
13G241024||0066 / 0060 -  0196 / 0166|110
11F510947||0050 / 0050 -  0130 / 0130|110
12G321471|0.50|0103 / 0103 -  0215 / 0215|910
13G520053||0040 / 0040 -  0120 / 0120|110
