06E210101|12952 BELLEFONTAINE RD|63138|0.05|0015 /      -  0145 /|2175|910|500
20W340155|1001 CHESTERFIELD FOREST DR|63005|3.09|PNT/ 0580 -  0497 / 0517|unknown case|910|316,600
19U430038|1502 W HILL RD|63005|16.76||blank|910|1,027,500
19U410018|17033 CHURCH RD|63005||0223 / 0215 -  0169 / 0186|38872.5|110|172,400
19U410173|17051 CHURCH RD|63005|8.54|IRR/IRR-  0474 / 0596|IRR|110|641,900
19U410063|17063 CHURCH RD|63005|1.00|0209 / 0209 -  0209 / 0209|43681.0|910|52,000
