13L630431||0045 / 0117 -  0174 / 0156|110
13L631223||0100 / 0102 -  0100 / 0100|110
13L641376||0062 / 0062 -  0100 / 0100|110
13J130010||0049 / 0055 -  0125 /|110
12L320065||0103 / 0103 -  0100 / 0100|110
13J120633||0050 / 0050 -  0105 / 0105|110
13J230088||0075 / 0075 -  0105 / 0105|110
13K440297||0050 /      -  0123 /|110
13J140152||0050 /      -  0105 /|110
13J140415||0059 / 0058 -  0087 / 0095|110
13K430430||0065 / 0085 -  0096 / 0092|110
13K441331||0050 /      -  0140 /|110
11J520464||0052 /      -  0150 /|110
13K531696||0038 / 0043 -  0133 / 0130|110
11J520486||0065 / 0065 -  0150 / 0150|110
13J410170|0.28|0120 / 0120 -  0100 / 0100|910
11J540132|0.28|008 / 0080  -  0150 / 0150|110
12J310244||0064 /IRR-  0120 / 0112|110
12J431354||0050 /      -  0110 /|115
12J431365||0050 / 0050 -  0110 / 0110|110
12J431475||0050 /      -  0110 /|637
12J431705||0050 / 0050 -  0110 / 0110|110
11K320164||0063 / 0063 -  0110 / 0110|910
11J110571||0050 / 0050 -  0110 / 0110|110
11J110982||0050 / 0050 -  0110 / 0110|110
11J111121||0050 /      -  0110 /|110
11J111440||0050 /      -  0110 /|110
11J121021||0120 /PNT-  0100 /|110
11J112045||0100 / 0100 -  0110 / 0110|110
11J112177||0050 /      -  0110 /|110
11J112089||0025 /      -  0110 /|110
11J221000||0053 /      -  0137 /|110
11J140123||0075 /      -  0103 / 0115|110
11J130306||0050 / 0050 -  0110 / 0110|110
11J221198||0050 /      -  0135 /|110
11J140084||0050 /      -  0120 /|110
11J221303||0058 /IRR-  0137 / 0099|110
11J240052||0065 / 0068 -  0092 / 0113|110
11K340452||0050 /      -  0110 /|110
11K340773||0050 /      -  0110 /|110
11J231175||0050 / 0050 -  0120 / 0120|110
11J141517||0071 /      -  0107 /|110
11J141481||0050 / 0050 -  0110 / 0110|110
11J412048|0.51|0200 / 0200 -  0110 / 0110|399
11J420144||0050 / 0050 -  0110 / 0110|110
11J420412||0070 / 0080 -  0107 /|110
11J420210||0050 / 0050 -  0100 / 0100|110
11J412037|0.19|0075 / 0075 -  0110 / 0110|910
11J420386||0050 /      -  0100 /|110
11J240902||0050 / 0050 -  0120 / 0120|110
11J420474||0050 / 0050 -  0100 / 0100|110
11J141151||0050 /      -  0125 /|110
11J141342||0050 /      -  0125 /|110
11J410772||0075 / 0075 -  0110 / 0110|110
11J141407||0050 /      -  0125 /|110
11K620907||0060 / 0060 -  0110 / 0110|110
11J510212||0050 /      -  0142 /|110
11J430264||0065 / 0063 -  0149 / 0130|110
11J430422||0065 / 0071 -  0121 / 0125|910
10K320152||0065 / 0067 -  0124 / 0139|110
10J120261||0065 /      -  0120 /|110
10J120342||0065 / 0070 -  0120 / 0148|110
10J220284||0050 /      -  0160 /|110
10J210551||0050 /      -  0160 /|110
10J211242||0076 /      -  0097 / 0101|110
10K340811||0060 /      -  0160 /|910
10K340783||0060 / 0060 -  0160 / 0160|553
10J140537||0100 / 0104 -  0072 / 0100|110
10J140555||0100 /PNT-  0171 / 0157|110
10J230241||0070 /      -  0120 /|110
10J220992|0.17|0060 /      -  0125 /|110
10J230470||0062 / 0090 -  0108 / 0120|110
10J230283|0.17|0061 /      -  0123 / 0125|910
11J231670|0.14|0050 / 0050 -  0127 / 0124|110
11J231726||0050 /      -  0136 / 0131|110
11J230460||0055 /      -  0100 /|110
11J231313||0052 / 0048 -  0120 /|110
11J510621||0125 / 0103 -  0197 / 0208|110
11J230965||0065 / 0061 -  0120 /|110
11J530090||0130 / 0152 -  0136 / 0149|110
11J211782||0050 /      -  0120 /|110
10J210432||0041 / 0133 -  0177 / 0130|110
11J211573||0060 / 0040 -  0124 / 0120|110
11J230727||0050 /      -  0110 /|110
11J120273||0050 /      -  0150 /|110
11J440263||0100 / 0100 -  0225 / 0225|110
11J440102||0311 / 0135 -  0117 / 0213|110
10J141031||0057 / 0055 -  0140 / 0142|110
11J120965||0050 / 0050 -  0120 / 0120|110
10J141062||0057 / 0055 -  0139 / 0140|110
11J440483||0070 /      -  0120 /|110
10J120672||0108 / 0110 -  0092 / 0077|110
10J120700||0065 /      -  0131 / 0137|110
11J430110||0130 / 0083 -  0100 /|110
11J430862||0065 /      -  0120 /|110
10J111395||0065 /      -  0120 /|110
10J111111||0065 /      -  0120 /|110
11J430594||0065 / 0051 -  0152 / 0155|110
10J110086||0093 / 0040 -  0136 / 0125|110
11J431034||0065 /      -  0120 /|110
11J411454||0100 /      -  0119 /|637
11K640330||0100 / 0048 -  0140 / 0132|110
11J411520||0050 / 0050 -  0119 / 0119|637
11K621906|0.49|0142 / 0094 -  0240 /IRR|521
11K640484|0.62|0225 / 0225 -  0119 / 0119|637
11K340553||0100 /      -  0110 /|506
11K621300||0038 / 0135 -  0147 / 0094|110
12K641332|0.15|PNT/ 0045 -  0200 /IRR|910
11K321431|0.59|0170 / 0170 -  0150 / 0150|910
11K620952||0065 /      -  0122 /|110
11K621586||0065 /      -  0119 /|110
10K340563||0100 / 0100 -  0126 / 0126|110
13K330473||0050 /      -  0123 /|110
13K530190||0040 /      -  0125 /|110
13K511258||0080 / 0080 -  0125 / 0125|110
13K141332||0050 / 0050 -  0125 / 0125|110
13K420190||0066 / 0066 -  0092 / 0092|110
13K420431||0066 / 0066 -  0092 / 0092|110
12K120406||0073 / 0050 -  0100 / 0136|110
13K410823||0041 / 0118 -  0148 / 0094|110
13K411103||0050 /      -  0125 /|110
12K110076||0061 / 0060 -  0120 /|110
13L640232||0062 /      -  0119 /|110
13L640386||0062 /      -  0115 /|110
11J312322|0.14|0050 / 0030 -  0139 / 0149|110
12H120127||0060 /      -  0125 /|110
12H630260||0060 /      -  0125 /|110
11J312333|0.17|0050 / 0050 -  0149 / 0149|910
12H430400|0.14|0051 / 0051 -  0115 / 0115|506
12J630498||0060 /      -  0145 /|110
13H440648||0060 / 0060 -  0125 / 0125|110
10J240233||0050 / 0050 -  0125 / 0125|110
11H630292|3.00|0604 / 0617 -    0460 /PNT|110
12H120365||0070 /      -  0192 / 0214|110
10J240040||0050 /      -  0125 /|110
12H120668||0035 /      -  0125 /|110
10J241162||0050 /      -  0125 /|110
11J641101|0.01|0002 / 0002 -  0117 / 0117|910
11H630436|0.84|0104 / 0104 -   0348 / 0354|110
10H210200||0125 /IRR-IRR/ 0192|110
10J541918|0.29|0102 / 0102 -  0125 / 0125|110
11J640311||0081 / 0114 -  0230 /IRR|110
12H130623||0040 / 0040 -  0125 / 0125|110
10J310330||0092 / 0112 -  0144 / 0080|110
10J240903||0050 /      -  0125 /|110
11J221693||PT   / 0006 -  0108 / 0107|910
12H641073||0064 / 0154 -  0125 / 0170|110
12H420490||0110 / 0076 -  0094 / 0088|110
12H130751||0080 /      -  0112 / 0126|110
10J331175||0050 /      -  0149 /|110
10J331164||0040 /      -  0115 /|110
12H430181|0.69|0132 / 0159 -    0200 / 0204|637
10J331296||0050 / 0050 -  0145 / 0145|110
10J610036||0077 / 0077 -  0115 / 0115|110
10J542012|0.11|0040 / 0040 -   0125 / 0125|190
12H420353||0048 / 0083 -  0132 / 0133|110
10J521013|0.07|0025 /      -  0125 /|910
12H210473||0138 / 0132 -  0046 / -|110
11J312234|0.56|0150 / 0150 -  0162 / 0162|110
10H320035|5.00|0365 / 0365 -  0597 / 0597|110
12H211050||0052 /      -  0125 /|110
10H320017|5.03|0598 /      -  0366 /|110
11H640217|0.26|0100 /      -  0114 /|910
10H510041|7.26|1280 / 1280 -   0248 / 0246|110
10H540026||0138 / 0138 -  0145 / 0145|910
10J520733||0050 /      -  0125 /|110
10J541880||0053 / 0041 -  0126 / 0125|910
10J520232||0050 / 0050 -  0125 / 0125|110
11J310067||0038 / 0038 -  0141 / 0141|110
11H230568||0055 /      -  0115 /|110
10J231718|0.14|0050 / 0050 -  0125 / 0125|110
11J240407||0050 /      -  0107 /|110
11J330131||0069 /      -  0150 /|110
12H230163||0088 / 0070 -  0101 /IRR|110
12H440052||PNT/PNT-IRR/ 0142|910
11H231613|0.25|0088 / 0084 -  0125 / 0125|110
12H530858|0.04|0015 / 0016 -  0116 / 0110|910
11J240737||0050 /      -  0114 / 0113|110
12J610896|0.29|0064 / 0064 -    0200 / 0200|110
12H420281||0050 /      -  0150 /|110
12H410172||0052 / 0052 -  0120 / 0120|110
10J511511||0050 / 0050 -  0125 / 0125|110
11J240829||0050 /      -  0107 /|110
11J240939||0050 / 0050 -  0107 / 0107|110
12J620941||0066 / 0068 -  0125 / 0114|110
11J240966||0050 /      -  0119 / 0117|110
10J531232||0050 / 0050 -  0125 / 0125|910
10J511102||0050 /      -  0125 /|110
10J231680||0050 /      -  0125 /|910
10J231644||0050 /      -  0125 /|110
12H540051||0055 /      -  0128 / 0127|110
10J510934||0050 / 0050 -  0125 / 0125|910
10J511832|0.14|0050 /      -  0125 /|110
11H310758||0116 / 0116 -  0375 / 0375|110
10J531980||IRR/ 0090 -  0145 / 0125|910
12H520765||0060 /      -  0126 / 0127|110
12J610335||0060 /      -  0125 /|110
12J630704||0050 /      -  0145 /|110
10J231240||0048 / 0057 -  0066 / 0081|110
11H340265|0.18|0116 / 0116 -  0064 / 0068|601
