5020 PAGE BLVD|5153-9-180.000|63113|Two Family Unit|$13,346.00|$516.02|2024
4283 MARGARETTA AV|5038-9-260.000|63115|Two Family Unit|$28,702.00|$1,655.91|2023
5021 ENRIGHT AV|4838-9-320.000|63108|Two Family Unit|$36,176.00|$2,060.27|2023
5927 VICTORIA AV|4015-9-095.000|63110|Single Family Units|$145,786.00|$2,295.73|2025
4000 SHREVE AV|4405-9-095.000|63115|Commercial|$22,600.00|$3,875.00|2023
1907 ANNIE MALONE DR|3685-9-330.000||Vacant Residential Lot|$900.00|$7,860.69|2023
4761 MARTIN LUTHER KING DR|3779-9-450.000|63113|Commercial|$39,300.00|$4,412.00|2023
2616 BURD AV|4529-9-080.000|63112|Two Family Unit|$23,622.00|$395.59|2025
4834 ANDERSON AV|4390-9-670.000|63115|Four Family Unit|$21,540.00|$7,189.36|2023
4262 NORFOLK AV|3978-9-040.000|63110|Single Family Units|$88,609.00|$4,650.51|2023
1502 SULPHUR AV|4012-9-040.000|63110|Single Family Units|$20,088.00|$8,478.25|2023
4401 DRYDEN AV|4418-9-390.000||Vacant Residential Lot|$1,400.00|$7,703.22|2023
4428 WALLACE AV|5547-9-170.000|63116|Single Family Units|$57,514.00|$4,926.01|2023
4627 OREGON AV|2749-9-215.000||Single Family Units|$100,402.00|$3,026.12|2024
4415 MARGARETTA AV|4411-9-360.000|63115|Commercial|$87,300.00|Not Found|2025
5647 WATERMAN BLVD|3875-9-110.000|63112|Multi-Family Residential|$77,900.00|$1,321.05|2025
4001 S BROADWAY ST|2606-9-120.000|63118|Commercial|$44,300.00|$1,384.82|2025
3214 HARPER ST|1925-9-070.000|63107|Vacant Residential Lot|$1,100.00|$7,774.78|2023
5404 MAPLE AV|2992-9-215.000|63112|Single Family Units|$42,612.00|$2,366.21|2023
4019 ASHLAND AV|5194-9-190.000||Four Family Unit|$22,554.00|$378.38|2025
3859 W FLORISSANT AV|3357-9-385.000|63107|Commercial|$8,000.00|$904.83|2024
5345 LABADIE AV|5247-9-290.000|63120|Three Family Unit|$69,216.00|$2,410.09|2024
5332 MARTIN LUTHER KING DR|3797-9-130.000|63112|Commercial|$16,500.00|$516.84|2025
6804 WANDA AV|5843-9-040.000|63116|Single Family Units|$89,547.00|$1,420.55|2025
2046 ADELAIDE AV|3538-9-010.000|63107|Two Family Unit|$14,725.00|$8,357.34|2023
3909 EVANS AV|3732-9-240.000|63113|Single Family Units|$7,005.00|$8,555.35|2023
4723 SACRAMENTO AV|4407-9-200.000|63115|Single Family Units|$6,143.00|$8,714.84|2023
8531 CHURCH RD|5250-9-170.000|63147|Two Family Unit|$24,292.00|$889.08|2024
8500 N BROADWAY ST|error accessing
2922 UNION BLVD|6159-9-110.000|63144|Commercial|$26,600.00|$2,856.19|2024
4258 LABADIE AV|3672-9-100.000|63115|Two Family Unit|$16,898.00|$1,015.39|2023
4133 SACRAMENTO AV|3601-9-230.000|63115|Two Family Unit|$8,722.00|$7,305.76|2023
7318 VERMONT AV|3062-9-130.000|63111|Two Family Unit|$15,841.00|$9,049.08|2023
5104 WELLS AV|3794-9-270.000|63113|Two Family Unit|$25,706.00|$1,490.69|2023
1948 N MARKET ST|2342-9-020.000|63106|Vacant Residential Lot|$900.00|$8,835.19|2023
5091 WELLS AV|3788-9-430.000|63113|Single Family Units|$12,566.00|$769.56|2023
5233 EMERSON AV|5568-9-400.000|63120|Vacant Residential Lot|$1,100.00|$8,969.36|2023
7138 IDAHO AV|3032-9-060.000|63111|Vacant Residential Lot|$3,100.00|$7,725.78|2023
5816 HIGHLAND AV|5551-9-270.000|63112|Single Family Units|$9,692.00|$178.64|2025
4830 ST LOUIS AV|5014-9-010.000|63115|Four Family Unit|$10,922.00|$8,945.09|2023
8216 N BROADWAY ST|error accessing
3946 LEXINGTON AV|5189-9-075.000|63107|Two Family Unit|$16,257.00|$980.34|2023
6929 PERNOD AV|5019-9-220.000|63139|Single Family Units|$143,894.00|Not Found|2025
6051 GARESCHE AV|5347-9-380.000|63136|Single Family Units|$6,022.00|$9,188.45|2023
1917 LINTON AV|3390-9-240.000|63107|Two Family Unit|$7,104.00|$9,109.66|2023
3027 N SARAH ST|3624-9-500.000|63115|Two Family Unit|$11,071.00|$199.93|2025
4622 NEWBERRY TER|4553-9-275.000|63113|Two Family Unit|$10,786.00|$9,414.85|2023
3203 DELOR ST|2761-9-160.000|63111|Two Family Unit|$31,943.00|$5,057.83|2023
4883 CARTER AV|4391-9-155.000|63115|Vacant Residential Lot|$4,800.00|$9,234.63|2023
1448 ADELAIDE AV|3534-9-070.000|63107|Single Family Units|$15,858.00|$600.55|2024
1800 WARREN ST|1108-9-060.000|63106|Vacant Residential Lot|$1,900.00|$9,450.17|2023
3964 PALM ST|5190-9-020.000|63107|Two Family Unit|$14,109.00|$540.40|2024
1347 DEVLIN ST|4014-9-200.000|63110|Single Family Units|$49,851.00|$1,702.02|2024
4271 HOLLY AV|3570-9-310.000|63115|Two Family Unit|$10,088.00|$649.02|2023
4339 COTE BRILLIANTE AV|3697-9-390.000|63113|Two Family Unit|$13,235.00|$815.08|2023
5939 SOUTHWEST AV|5893-9-360.000|63139|Two Family Unit|$165,030.00|$8,254.67|2023
1415 WALTON AV|3778-9-270.000|63113|Single Family Units|$5,567.00|$9,817.98|2023
5361 WELLS AV|3797-9-400.000|63112|Two Family Unit|$21,709.00|$1,274.92|2023
1399 H BELT AV|3807-9-155.000|63112|Single Family Units|$20,784.00|$754.88|2024
1820 WARREN ST|1108-9-030.000|63106|Vacant Residential Lot|$900.00|$9,760.51|2023
4483 LEE AV|4413-9-730.000|63115|Single Family Units|$5,331.00|$9,681.22|2023
4117 MARGARETTA AV|3599-9-140.000|63115|Single Family Units|$12,274.00|$8,689.94|2023
1214 SHAWMUT PL|3815-9-405.000|63112|Vacant Residential Lot|$5,400.00|$84.33|2025
3931 N EUCLID AV|5464-9-210.000|63115|Two Family Unit|$33,249.00|$1,193.98|2024
3134 FAIR AV|3624-9-220.000|63115|Two Family Unit|$9,240.00|$599.48|2023
5470 DEMPSEY AV|5859-9-040.000|63110|Single Family Units|$136,413.00|$2,149.99|2025
5033 RIVERVIEW BLVD|5351-9-175.000|63120|Commercial|$20,000.00|$1,393.19|2024
5075 WELLS AV|3788-9-360.000|63113|Single Family Units|$9,790.00|$9,472.16|2023
1523 HAMILTON AV|5000-9-240.000|63112|Vacant Residential Lot|$1,900.00|$7,357.17|2023
4708 VERNON AV|3772-9-140.000|63113|Two Family Unit|$9,420.00|$174.54|2025
4448 ANDERSON AV|4416-9-310.000|63115|Single Family Units|$14,417.00|$5,022.34|2023
4814 N 20TH ST|2475-9-290.000|63107|Two Family Unit|$9,778.00|$628.61|2023
4626 CARRIE AV|3555-9-090.000||Single Family Units|$29,096.00|$1,676.46|2023
4300 N 20TH ST|2444-9-010.000|63107|Commercial|$1,400.00|$10,312.54|2023
4605 S BROADWAY ST|2750-9-050.000|63111|Commercial|$51,000.00|$13,188.66|2023
1420 S CARDINAL AV|1267-9-020.000|63104|Vacant Residential Lot|$5,700.00|$10,657.72|2023
7114 IDAHO AV|3032-9-150.000|63111|Vacant Residential Lot|$3,100.00|$273.18|2023
4686 NATURAL BRIDGE AV|4450-9-140.000|63115|Commercial|$24,000.00|$9,665.49|2023
4829 ALLEMANIA ST|5290-9-080.000|63116|Vacant Residential Lot|$8,700.00|$3,892.08|2023
4593 ALDINE AV|3721-9-530.000|63113|Single Family Units|$4,577.00|$10,817.82|2023
5501 MAFFITT AV|4534-9-640.000|63112|Commercial|$10,500.00|$1,164.70|2024
1714 ARLINGTON AV|4513-9-570.000|63112|Four Family Unit|$26,167.00|$1,515.69|2023
5954 COTE BRILLIANTE AV|4999-9-100.000|63112|Single Family Units|$12,201.00|$759.65|2023
3834 COTE BRILLIANTE AV|3635-9-015.000|63113|Commercial|$131,387.00|$9,163.39|2024
3524 KINGSLAND CT|2650-9-020.000|63111|Single Family Units|$79,140.00|$4,951.94|2023
3666 ROSWELL AV|3271-9-020.000|63116|Single Family Units|$121,389.00|$6,095.53|2023
7208 N BROADWAY ST|error accessing
3901 MIAMI ST|4121-9-160.000|63116|Single Family Units|$200,120.00|$10,477.03|2023
3056 FAIR AV|3624-9-110.000|63115|Four Family Unit|$18,161.00|$310.45|2025
4222 KOSSUTH AV|4435-9-070.000|63115|Two Family Unit|$14,530.00|$4,029.70|2023
2932 DODIER ST|5222-9-040.000|63107|Two Family Unit|$13,687.00|$7,092.47|2023
