5096 ARLINGTON AV|5557-9-300.000|63120|Vacant Residential Lot|$1,400.00|$11,643.75|2023
4142 BINGHAM AV|3987-9-070.000|63116|Single Family Units|$96,805.00|$4,960.38|2023
2140 R HAMPTON AV|error accessing
4218 ATHLONE AV|3568-9-060.000|63115|Two Family Unit|$5,582.00|$10,315.98|2023
4441 CATHERINE PL|6160-9-150.000|63115|Single Family Units|$26,150.00|$1,514.09|2023
5508 ST LOUIS AV|4534-9-340.000|63120|Commercial|$82,100.00|$5,577.94|2024
5305 MICHIGAN AV|2823-9-020.000|63111|Four Family Unit|$17,925.00|$667.49|2024
717 WILMINGTON AV|2898-9-240.000|63111|Vacant Residential Lot|$10,500.00|$10,151.93|2023
1218 AUBERT AV|3769-9-220.000|63113|Single Family Units|$5,851.00|$13,295.16|2023
3848 W FLORISSANT AV|3356-9-240.000|63107|Commercial|$3,100.00|$2,523.02|2023
4865 PAGE BLVD|3785-9-380.000||Commercial|$80,800.00|$9,068.69|2023
4340 CALIFORNIA AV|2674-9-010.000|63111|Vacant Residential Lot|$5,100.00|$15,461.63|2023
4147 WASHINGTON AV|4875-9-420.000|63108|Single Family Units|$189,855.00|$2,980.95|2025
2836 HAMPTON AV|5745-9-020.000|63139|Single Family Units|$173,520.00|$8,696.35|2023
3401 ABNER PL|4519-9-225.000|63120|Four Family Unit|$29,942.00|$1,078.18|2024
5711 ERA AV|5590-9-380.000|63136|Single Family Units|$5,782.00|$12,651.50|2023
6492 CLAYTON AV|5008-9-030.000|63139|Single Family Units|$207,193.00|$10,191.78|2023
5123 DAGGETT AV|4081-9-200.000|63110|Multi-Building Residential|$169,670.00|$6,092.82|2023
2001 DESOTO AV|3358-9-170.000|63107|Vacant Residential Lot|$1,200.00|$16,015.43|2023
8616 NEWBY ST|5251-9-260.000|63147|Commercial|$15,041.00|$2,044.00|2024
5867 MARTIN LUTHER KING DR|4990-9-370.000|63112|Commercial|$40,000.00|$12,422.60|2023
5233 ROBERT AV|5827-9-400.000|63109|Single Family Units|$192,746.00|$9,964.63|2023
4801 MAFFITT AV|5014-9-590.000|63113|Two Family Unit|$8,713.00|$15,617.20|2023
1422 SULLIVAN AV|1132-9-005.000|63107|Vacant Residential Lot|$1,100.00|$13,700.74|2023
7421 JEANENE AV|6408-9-105.000|63116|Single Family Units|$205,774.00|$3,229.00|2025
1904 KNOX AV|1693-9-150.000|63110|Vacant Residential Lot|$12,000.00|$15,420.12|2023
8463 N BROADWAY ST|5637-9-400.000|63147|Vacant Residential Lot|$3,200.00|$16,800.14|2023
4702 S COMPTON AV|2760-9-200.000|63111|Vacant Residential Lot|$3,800.00|$16,487.10|2023
7121 MICHIGAN AV|3036-9-040.000|63111|Single Family Units|$79,245.00|$6,075.66|2023
5207 RIDGE AV|3794-9-500.000|63113|Vacant Residential Lot|$3,000.00|$17,533.91|2023
4961 ST LOUIS AV|5260-9-420.000|63115|Two Family Unit|$20,067.00|$18,292.41|2023
6613 MORGAN FORD RD|5846-9-080.000|63116|Single Family Units|$203,974.00|$3,200.40|2025
3287 REGAL PL|4754-9-445.000|63139|Single Family Units|$226,288.00|$7,179.25|2024
4576 RUSKIN AV|5739-9-110.000|63115|Single Family Units|$17,476.00|$1,925.22|2025
3218 BRANNON AV|4739-9-010.000|63139|Commercial|$101,900.00|$3,179.22|2025
2858 N EUCLID AV|4484-9-080.000|63115|Vacant Residential Lot|$1,600.00|$188.36|2023
5421 ROBIN AV|5127-9-390.000|63120|Vacant Residential Lot|$1,100.00|$17,995.29|2023
1023 THEOBALD ST|5251-9-150.000|63147|Two Family Unit|$16,144.00|$11,720.09|2023
3817 GERMANIA ST|6446-9-330.000|63116|Single Family Units|$184,675.00|$9,550.46|2023
4149 WASHINGTON AV|4875-9-430.000|63108|Single Family Units|$223,526.00|$3,504.90|2025
5064 LOTUS AV|4506-9-195.000|63113|Vacant Residential Lot|$1,500.00|$23.73|2025
8854 N BROADWAY ST|5450-9-050.000|63147|Commercial|$42,500.00|$2,960.34|2024
4639 MICHIGAN AV|2745-9-300.000|63111|Two Family Unit|$90,475.00|$3,751.84|2023
5045 SUTHERLAND AV|5157-9-540.000|63109|Two Family Unit|$264,813.00|$12,940.10|2023
5555 WABADA AV|4532-9-440.000|63112|Vacant Residential Lot|$900.00|$18,432.91|2023
4525 N EUCLID AV|5887-9-310.000|63115|Commercial|$249,187.00|$26,577.58|2023
5063 LOTUS AV|4505-9-595.000|63113|Multi-Family Residential|$87,553.00|$4,959.28|2023
6029 NATURAL BRIDGE AV|4346-9-150.000|63120|Commercial|$57,200.00|$3,983.26|2024
4251 MARGARETTA AV|5038-9-140.000|63115|Commercial|$11,600.00|$12,497.08|2023
2934 N EUCLID AV|4480-9-880.000|63115|Vacant Residential Lot|$3,300.00|$19,016.96|2023
4032 FLAD AV|4921-9-120.000|63110|Two Family Unit|$255,836.00|$13,181.55|2023
6037 MARQUETTE AV|5023-9-520.000|63139|Single Family Units|$189,182.00|$9,461.00|2023
1912 E GRAND AV|2431-9-100.000|63107|Two Family Unit|$17,299.00|$1,033.78|2023
5810 WATERMAN BLVD|5508-9-300.000|63112|Single Family Units|$224,785.00|$3,524.53|2025
4120 BINGHAM AV|3987-9-110.000|63116|Vacant Residential Lot|$14,300.00|$250.67|2025
5084 MARTIN LUTHER KING DR|3788-9-040.000|63113|Commercial|$16,500.00|$1,787.88|2024
1726 N EUCLID AV|4488-9-040.000|63113|Vacant Residential Lot|$1,800.00|$20,465.38|2023
7025 S BROADWAY ST|3012-9-070.000|63111|Commercial|$96,938.00|$6,747.48|2024
4128 WASHINGTON AV|4876-9-080.000|63108|Multi-Family Residential|$152,400.00|$15,244.89|2023
3650 WINNEBAGO ST|1604-9-080.000|63116|Four Family Unit|$116,902.00|$3,960.28|2024
3907 PALM ST|5191-9-210.000|63107|Two Family Unit|$10,730.00|$6,926.78|2023
5948 NATURAL BRIDGE AV|5733-9-010.000|63120|Commercial|$137,335.00|$9,555.16|2024
4184 DELMAR BLVD|4875-9-055.000|63108|Single Family Units|$248,424.00|$13,383.65|2023
4570 CHOUTEAU AVE|5073-9-470.000|63110|Four Family Unit|$517,698.00|$8,080.46|2025
4452 MANCHESTER AV|3974-9-010.000|63110|Commercial|$129,187.00|$9,917.66|2024
6538 MURDOCH AV|6193-9-070.000|63109|Single Family Units|$373,631.00|$6,065.35|2025
4139 LEXINGTON AV|4441-9-165.000|63115|Single Family Units|$4,578.00|$20,046.21|2023
4540 LACLEDE AV|3891-9-250.001|63108|Condominium - More Than 6 Units Per Bldg|$250,936.00|$4,125.17|2025
3503 TEXAS AV|1566-9-010.000|63118|Commercial|$186,300.00|$12,972.30|2024
4331 OREGON AV|2676-9-240.000|63111|Single Family Units|$23,645.00|$4,240.98|2023
5435 VIRGINIA AV|2839-9-230.000|63111|Commercial|$103,800.00|$13,050.87|2023
4640 GRAVOIS AV|5313-9-025.000|63116|Commercial|$291,500.00|$33,563.65|2023
1234 S VANDEVENTER AV|5006-9-040.000|63110|Commercial|$38,000.00|$4,526.83|2023
3117 LOCUST ST|1022-9-110.000|63103|Commercial|$440,000.00|$53,582.26|2023
1208 SWITZER AVE|4242-9-025.000|63147|Commercial|$88,209.00|$156,165.79|2023
2028 DELMAR BLVD|0939-9-010.000||Commercial|$75,180.00|$19,562.81|2023
