15K630302|0.23|0050 / 0089 -    0150 / 0167|110
15L541366||0050 /      -  0205 /|110
14L220099|0.17|0050 /      -  0151 /|110
15K540421|0.13|0045 / 0044 -  0130 / 0130|110
14L320155||0057 / 0057 -  0125 / 0125|581
14L321222|0.13|0053 / 0053 -  0110 / 0110|506
15J420489||0050 / 0050 -  0165 / 0165|110
15J441675|0.18|0020 / 0050 -  0165 / 0142|110
15J420687||0050 / 0050 -  0165 / 0165|110
15J440124||0100 / 0100 -  0165 / 0165|110
15J430444||0040 / 0042 -  0084 / 0096|110
14L340087||0040 / 0040 -  0120 / 0120|110
14M140480||0100 /      -  0165 /|110
14L330561||0050 / 0050 -  0255 / 0255|110
15J440366||0050 /      -  0165 /|110
15J440355||0050 /      -  0165 /|110
14L230203||0050 / 0040 -  0135 /|110
15J430703|0.11|0085 /      -  0058 / 0059|110
15J440872||0075 /      -  0165 /|110
14L230384|0.16|0050 / 0050 -   0135 / 0135|110
14M230262||0100 /      -  0160 /|110
15J441048||0050 /      -  0165 /|110
14L240372||0050 /      -  0243 /|110
15J441602||0050 /      -  0149 /|110
14L240635||0056 /      -  0113 /|110
14J120221||0050 / 0050 -  0165 / 0165|110
14M340075||0100 / 0100 -  0200 / 0200|110
14L231044||0050 /      -  0235 /|110
14J120353||0050 / 0050 -  0165 / 0165|110
14J120331||0100 /      -  0165 /|110
14J120562||0100 / 0100 -  0165 / 0165|110
14J120584||0050 /      -  0165 /|110
14M340581||0100 / 0100 -  0200 / 0200|110
14J120650||0050 /      -  0165 /|110
14J120816||0071 / 0071 -  0165 / 0165|110
14K240533||0040 / 0040 -  0162 / 0162|110
14J121222||0050 /      -  0162 / 0161|110
14K330908||0050 / 0050 -  0152 / 0152|910
14K331651||0050 / 0050 -  0152 / 0152|110
14K240726||0050 / 0050 -  0202 / 0202|110
14K240762||0050 /      -  0202 /|110
14K331332||0050 /      -  0152 /|110
14K331512||0050 /      -  0204 /|910
14K611612|0.16|0035 / 0035 -  0200 / 0200|910
14K611678|0.23|0050 / 0050 -  0204 / 0204|110
14K131165||0055 / 0054 -  0134 / 0130|110
14L511225||0050 / 0050 -  0189 / 0189|110
14L521422|0.13|0057 / 0052 -  0102 / 0102|110
14L521004|0.29|0080 / 0080 -   0160 / 0160|190
14L610335||0053 /      -  0140 /|110
14L611952|0.02|0030 /PNT-   0071 / 0064|910
14L520933|0.16|0050 /      -  0142 /|910
14L620543||0050 /      -  0150 /|110
14L610698|0.14|0050 / 0050 -   0120 / 0120|110
14L611084||0050 /      -  0130 /|110
14L540100||0050 /      -  0176 /|110
14L630058|0.22|0070 / 0070 -  0135 / 0135|110
14L630443||0060 /      -  0161 /|110
14L540474||0050 /      -  0125 /|110
14L540962||0050 /      -  0176 /|110
14L630993||0050 / 0070 -  0163 /|910
14L631060|0.19|0050 / 0050 -   0163 / 0163|110
14L540935||0043 / 0043 -  0125 / 0125|110
14L541167||0047 /      -  0125 /|110
