11F330042||0075 / 0075 -  0100 / 0100|110
11E210893||0100 / 0046 -  0105 / 0110|110
11E310645||0045 / 0044 -  0133 / 0140|110
11F330437||0075 / 0075 -  0100 / 0100|110
09D440050||0072 / 0089 -IRR/ 0194|110
09D440061||0092 / 0110 -  0194 / 0218|110
08D110367||0067 / 0037 -  0114 / 0110|110
09D440203||0104 / 0104 -  0218 / 0218|110
09D410657||0151 / 0055 -  0363 / 0350|110
10E530370|0.95|0246 / 0216 -  0134 / 0246|910
08D110390||0035 /      -  0110 /|910
08D110400||0070 /      -  0100 /|110
09E220158||0135 / 0119 -  0085 / 0102|110
09E320720|0.25|0074 / 0074 -  0150 / 0150|910
09E320711|0.25|0074 / 0074 -  0150 / 0150|910
08D111258||0045 /      -  0125 /|110
09E140386|0.29|0064 / 0064 -  0197 / 0197|110
09E240079||0068 /      -  0130 /|110
09E310039||0101 / 0100 -  0207 / 0218|110
09E310028|0.51|0101 / 0100 -    0218 / 0229|110
08D110950||0073 / 0073 -  0110 / 0110|110
09E310897|0.92|0183 / 0100 -  0301 /IRR|637
09E240604||0133 / 0055 -  0165 /IRR|110
09E310150|0.39|0097 / 0124 -    0137 / 0214|110
09D120367|4.78|0175 / 0335 -  0826 /IRR|110
09F610251||0129 / 0125 -  0118 / 0087|110
09E640293||0052 /      -  0099 /|110
09F610349||0080 /      -  0150 / 0148|110
09D130498||0118 / 0086 -  0098 / 0131|110
09E610780|0.98|0081 / 0081 -  0530 / 0530|110
09F640050||0116 / 0136 -  0162 / 0160|110
09D130652||0080 / 0082 -  0118 / 0134|110
09D410064||0051 / 0107 -  0075 / 0125|110
09E622055||0050 /      -  0104 /|110
09F621031|1.51|0142 /      -  0465 /|110
09E610955||0062 /      -  0134 / 0132|110
09D340082|5.08||910
09D520240|0.20|0068 / 0068 -  0125 / 0125|110
08F310932|0.30|IRR/ 0241 -  0008 / 0081|553
09D530403|3.03|0425 / 0426 -  0310 / 0310|910
08E110621||0078 / 0078 -  0129 / 0129|110
08F310181|2.77|0236 /IRR-  0446 / 0533|601
08E310324||0234 / 0233 -  0204 /|506
08E310830||0076 / 0076 -  0102 / 0102|110
08E321126||0060 / 0060 -  0120 / 0120|110
08D120432||0040 / 0040 -  0125 / 0125|110
08D120542||0053 / 0053 -  0125 / 0125|110
